feed_date,region,family,selected_count
2026-08-30,Wales South - Valleys,hr_recruitment,0
2026-08-30,Wales South - Valleys,customer_service_contact_centre,0
2026-08-30,West Midlands - Birmingham & Solihull,service_admin,14
2026-08-30,West Midlands - Birmingham & Solihull,support_worker,1
2026-08-30,West Midlands - Birmingham & Solihull,customer_sales,2
2026-08-30,West Midlands - Birmingham & Solihull,legal_assistant_paralegal,3
2026-08-30,West Midlands - Birmingham & Solihull,marketing,3
2026-08-30,West Midlands - Birmingham & Solihull,finance_accounts,2
2026-08-30,West Midlands - Birmingham & Solihull,hr_recruitment,3
2026-08-30,West Midlands - Birmingham & Solihull,customer_service_contact_centre,3
2026-08-30,West Midlands - Black Country,service_admin,7
2026-08-30,West Midlands - Black Country,support_worker,1
2026-08-30,West Midlands - Black Country,customer_sales,1
2026-08-30,West Midlands - Black Country,legal_assistant_paralegal,1
2026-08-30,West Midlands - Black Country,marketing,0
2026-08-30,West Midlands - Black Country,finance_accounts,2
2026-08-30,West Midlands - Black Country,hr_recruitment,0
2026-08-30,West Midlands - Black Country,customer_service_contact_centre,1
2026-08-30,West Midlands - Coventry & Warwickshire,service_admin,16
2026-08-30,West Midlands - Coventry & Warwickshire,support_worker,0
2026-08-30,West Midlands - Coventry & Warwickshire,customer_sales,1
2026-08-30,West Midlands - Coventry & Warwickshire,legal_assistant_paralegal,0
2026-08-30,West Midlands - Coventry & Warwickshire,marketing,3
2026-08-30,West Midlands - Coventry & Warwickshire,finance_accounts,2
2026-08-30,West Midlands - Coventry & Warwickshire,hr_recruitment,3
2026-08-30,West Midlands - Coventry & Warwickshire,customer_service_contact_centre,0
2026-08-30,Wiltshire,service_admin,15
2026-08-30,Wiltshire,support_worker,7
2026-08-30,Wiltshire,customer_sales,3
2026-08-30,Wiltshire,legal_assistant_paralegal,3
2026-08-30,Wiltshire,marketing,1
2026-08-30,Wiltshire,finance_accounts,4
2026-08-30,Wiltshire,hr_recruitment,0
2026-08-30,Wiltshire,customer_service_contact_centre,1
2026-08-30,Worcestershire,service_admin,8
2026-08-30,Worcestershire,support_worker,1
2026-08-30,Worcestershire,customer_sales,2
2026-08-30,Worcestershire,legal_assistant_paralegal,0
2026-08-30,Worcestershire,marketing,1
2026-08-30,Worcestershire,finance_accounts,0
2026-08-30,Worcestershire,hr_recruitment,0
2026-08-30,Worcestershire,customer_service_contact_centre,0
2026-08-30,Yorkshire - East,service_admin,11
2026-08-30,Yorkshire - East,support_worker,1
2026-08-30,Yorkshire - East,customer_sales,1
2026-08-30,Yorkshire - East,legal_assistant_paralegal,1
2026-08-30,Yorkshire - East,marketing,1
2026-08-30,Yorkshire - East,finance_accounts,5
2026-08-30,Yorkshire - East,hr_recruitment,1
2026-08-30,Yorkshire - East,customer_service_contact_centre,2
2026-08-30,Yorkshire - North,service_admin,16
2026-08-30,Yorkshire - North,support_worker,4
2026-08-30,Yorkshire - North,customer_sales,2
2026-08-30,Yorkshire - North,legal_assistant_paralegal,0
2026-08-30,Yorkshire - North,marketing,4
2026-08-30,Yorkshire - North,finance_accounts,9
2026-08-30,Yorkshire - North,hr_recruitment,2
2026-08-30,Yorkshire - North,customer_service_contact_centre,2
2026-08-30,Yorkshire - South,service_admin,19
2026-08-30,Yorkshire - South,support_worker,2
2026-08-30,Yorkshire - South,customer_sales,2
2026-08-30,Yorkshire - South,legal_assistant_paralegal,2
2026-08-30,Yorkshire - South,marketing,2
2026-08-30,Yorkshire - South,finance_accounts,1
2026-08-30,Yorkshire - South,hr_recruitment,0
2026-08-30,Yorkshire - South,customer_service_contact_centre,1
2026-08-30,Yorkshire - West,service_admin,23
2026-08-30,Yorkshire - West,support_worker,2
2026-08-30,Yorkshire - West,customer_sales,3
2026-08-30,Yorkshire - West,legal_assistant_paralegal,4
2026-08-30,Yorkshire - West,marketing,7
2026-08-30,Yorkshire - West,finance_accounts,4
2026-08-30,Yorkshire - West,hr_recruitment,4
2026-08-30,Yorkshire - West,customer_service_contact_centre,2
