title,classification,review_status,reason,count_in_feed,west_south_regions_seen,example_towns
Senior Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Senior DC Pensions Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Redhill (1)
Senior Finance Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Senior Financial Services Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Leicester (1)
Senior Group Risk & Healthcare Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Weybridge (1)
Senior IFA Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,4,,Maidstone (1); Leicester (1); York (1); Not Specified (1)
"Senior IFA Administrator / Team Leader - London/ Hybrid - £45,000 + Excellent Bonus & Benefits",REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Senior IFA Administrator/Trainee Paraplanner,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Senior Insolvency Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,5,,Not Specified (2); Fareham (1); Manchester (1); Sale (1)
Senior Pensions Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,10,,Sheffield (1); Not Specified (1); Bristol (1); Basingstoke (1); Croydon (1)
Senior Pensions Administrator (Defined Benefit),REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Manchester (1)
Senior Pensions Project Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Croydon (1)
Senior Pensions Projects Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Redhill (1)
Senior Trust and Corporate Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Senior Wealth Planning Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Service Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Bristol (1)
SIPP Property Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,3,,Glasgow (1); Perth (1); Edinburgh (1)
SSC Professional Qualifications Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,City (1)
Supply Chain Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,2,,Camberley (1); Runcorn (1)
Support Services Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Totnes (1)
Support/Housing Management Coordinator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: coordinator,1,,Durham (1)
Technical Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Uttoxeter (1)
Technical Administrator (experienced with SAP),REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Technical Fleet Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Leicester (1)
Technical IFA Administrator / Junior Paraplanner,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Technical License Administrator / Tech Licence Support,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Huntingdon (1)
Trainee Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Winchester (1)
Trainee Sales Administrator - Technical Sales Progression,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Stoke-on-trent (1)
Transport Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,3,,Crewe (1); Wellingborough (1); Northallerton (1)
Transport Administrator (Customs),REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Rugby (1)
Vehicle Health Check Sales Advisor - Kia,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: sales advisor,1,,Lincoln (1)
Warehouse Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Crewe (1)
Wealth Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Exeter (1)
Wealth Management Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Brighton (1)
Wealth Planning Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,4,,Fareham (1); Bristol (1); Ashbourne (1); Not Specified (1)
Wealth Planning Administrator (SJP Practice),REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Rochester (1)
Wealth Planning Administrator - 12% bonus and 2 days from home,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Weighbridge Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,City (1)
